,spelling,phonetic,plurality,thirdpp,present_participle,past_tense,past_participle,explains
1800,smuggler,ˈsmʌɡ(ə)lə(r),smugglers,,,,,['n. 走私犯，偷运者']
1801,smuggling,ˈsmʌɡlɪŋ,,,,,,"['n. 走私（罪）', 'v. 偷偷携带，夹带；走私，偷运（smuggle 的现在分词形式）']"
1802,snail,sneɪl,snails,snails,snailing,snailed,snailed,"['n. 蜗牛；迟钝的人', 'v. 缓慢移动']"
1803,snowy,ˈsnəʊi,,,,,,['adj. 多雪的，下雪的；雪白的；白雪覆盖的']
1804,sobre,,,,,,,
1805,socialise,ˈsəʊʃəlaɪz,,socialises,socialising,socialised,socialised,"['vt. 使社会化；使社会主义化', 'vi. 参加社交活动；发生社交往来（等于 socialize）']"
1806,socialist,ˈsəʊʃəlɪst,socialists,,,,,"['adj. 支持社会主义的，与社会主义有关的', 'n. 社会主义者']"
1807,socialize,ˈsəʊʃəlaɪz,,socializes,socializing,socialized,socialized,['v. 交往，交际；使合群，使适应社会生活；使社会主义化，按社会主义原则行事']
1808,sociologist,ˌsəʊsiˈɒlədʒɪst,sociologists,,,,,['n. 社会学家，社会关系研究者']
1809,socket,ˈsɒkɪt,sockets,sockets,socketing,socketed,socketed,"['n. （电源）插座；（电器）插口，插孔；（人体的）窝，槽；（高尔夫插球杆的）棒头承口；（用以插入某物使其转动的）承窝，轴孔', 'v. 插入，使装入插座']"
1810,sodium,ˈsəʊdiəm,,,,,,"['n. 钠（一种化学元素，符号为 Na）', 'adj. （发出橙色强光的）钠光的']"
1811,soften,ˈsɒfn,,softens,softening,softened,softened,['v. （使）变软，软化；（使）态度缓和，变宽厚；减轻，削弱；（使）（表情或声音）变轻柔；（使）柔和，和缓；（市场、货币或商品）贬值；软化（水），从（水）中除去无机盐']
1812,solely,ˈsəʊlli,,,,,,['adv. 单独地，仅有地']
1813,solicitor,səˈlɪsɪtə(r),solicitors,,,,,['n. <英>初级律师，事务律师，诉状律师；<美>推销员，招揽生意的人，游说者；<美>法务官']
1814,solidity,səˈlɪdəti,,,,,,['n. 坚固，坚硬；稳固，可靠（性）；体积']
1815,son,sʌn,,,,,,"['n. 儿子；孩子（长者对男孩或年轻男子的称呼）；（某国或地区出生并能作其代表的）男性，子；圣子（耶稣基督）（the Son）；（动物的）雄性后代；男性后裔；（某个人、某种影响或某种环境）熏陶出的人；（司铎对男子或男孩的称呼）孩子（my son）', '【名】 （Son）（土、老、柬）松，（法、罗）索恩，（日）存（人名）']"
1816,song,sɒŋ,songs,,,,,"['n. 歌，歌曲；歌唱，声乐；（鸟的）鸣啭，啼啭；押韵的诗歌', '【名】 （Song）（英）桑，（汉语）宋（人名）']"
1817,soon,suːn,,,,,,['adv. 很快，马上，不久；早，快；宁可，宁愿']
1818,sorrowful,ˈsɒrəʊfl,,,,,,['adj. 悲伤的，悲痛的，悲哀的；使人悲伤的']
1819,sort,sɔːt,sorts,sorts,sorting,sorted,sorted,"['n. 种类，品种；某一种（或某一类）人；（计算机对信息的）分类，排序；<古>程度，方式', 'v. 整理，把……分类，拣选；妥善处理"
1820,soul,səʊl,souls,,,,,"['n. 灵魂；心灵；某种人；（用于否定句中）一个人（也没有）；灵乐；感受强烈感情的能力；（艺术、音乐作品或文章中的）热情，气魄；精神，精髓；（某地的）人们，人口（souls）；（人类整体的）精神状况，道德品质；（某种品质的）典范，化身；美国黑人文化（或种族尊严）；鬼魂', 'adj. 激情黑人的，黑人文化的', '【名】 （Soul）（英、法）苏尔（人名）']"
1821,southeastern,ˌsaʊθˈiːstən,,,,,,['adj. 东南方的；朝东南的']
1822,southwestern,ˌsaʊθˈwestən,,,,,,['adj. 西南部的；向西南的；来自西南的']
1823,spaghetti,spəˈɡeti,,,,,,"['n. 意大利式细面条', 'n. （Spaghetti）人名；（意）斯帕盖蒂']"
1824,sparingly,ˈspeərɪŋli,,,,,,['adv. 一点点，俭省地']
1825,specialisation,ˌspeʃəlaɪˈzeɪʃən,,,,,,['n. 专业化（等于 specialization）；特化，适应化']
1826,specialise,,,,,,,
1827,specialization,ˌspeʃəlaɪˈzeɪʃn,,,,,,['n. 专业；专业化，专门化；（生物）特化作用']
1828,specialty,ˈspeʃəlti,specialties,,,,,['n. 专业，专长；特色食品，特产；特产， 专卖店；（律）盖印的书面合同']
1829,specifically,spəˈsɪfɪkli,,,,,,['adv. 特意，专门地；明确地，具体地；具体来说，确切地说；局限性地；专门；（生）种的']
1830,speculation,ˌspekjuˈleɪʃ(ə)n,speculations,,,,,['n. 投机，投机买卖；猜测，推测，推断']
1831,speechless,ˈspiːtʃləs,,,,,,['adj. （因气愤、震惊、惊讶等）说不出话的，无语的；非言语所能表达的']
1832,speeding,ˈspiːdɪŋ,,,,,,"['n. 超速驾驶，超速行驶', 'adj. 快速行进的，快速移动的', 'v. 快速前行；加速，促进；超速行驶（speed 的现在分词形式）']"
1833,speedy,ˈspiːdi,,,,,,"['adj. 迅速发生的；高速的，快速移动的', '【名】 （Speedy）（英）斯皮迪（人名）']"
1834,spending,ˈspendɪŋ,,,,,,"['n. （尤指政府或组织的）支出，开销，花费', 'v. 用，花（钱）；花（时间），度过；花费，消耗，用尽（精力等）（spend的现在分词形式）；花费，消耗，用尽（精力等）（spend 的现在分词形式）']"
1835,spherical,ˈsferɪkl,,,,,,['adj. 球形的，球状的；（与）球体（有关）的；在球内（或球面上）形成的；天体的']
1836,spice,spaɪs,spices,spices,spicing,spiced,spiced,"['n. 香料，调味品；情趣，趣味；赤褐色；<北英格兰>糖果；<罕>少许', 'v. 给……增添趣味；在……中加香料', '【名】 （Spice）斯派斯（人名）']"
1837,spinal,ˈspaɪn(ə)l,,,,,,"['adj. 脊髓的，脊柱的；（与）中心（有关）的，骨干的；针的，尖刺的', 'n. 脊椎麻醉']"
1838,splendour,ˈsplendə(r),splendours,,,,,['n. 显赫（等于 splendor）；光彩壮丽']
1839,spokesperson,ˈspəʊkspɜːsn,spokespersons或spokespeople,,,,,['n. 发言人；代言人']
1840,spokeswoman,ˈspəʊkswʊmən,spokeswomen,,,,,['n. 女发言人']
1841,sponsorship,ˈspɒnsəʃɪp,,,,,,['n. 赞助，赞助款；资助，倡议']
1842,spoonful,ˈspuːnfʊl,spoonfuls或spoonsful,,,,,['n. 一匙，一勺（的量）']
1843,sportswoman,ˈspɔːtswʊmən,sportswomen,,,,,['n. 女运动家；女运动员']
1844,spotlight,ˈspɒtlaɪt,spotlights,spotlights,spotlighting,spotlighted或spotlit,spotlighted或spotlit,"['n. 聚光灯，反光灯；媒体和公众的注意；聚光灯照明圈', 'vt. 聚光照明；使公众注意']"
1845,squad,skwɒd,squads,squads,squadding,squadded,squadded,"['n. （专门处理某类犯罪的）警察分队；运动（代表）队；（军队里的）班，组；（进行某活动的）小组，队', 'v. 把……编成班，把……编入班']"
1846,stabilise,,,,,,,
1847,stabilize,ˈsteɪbəlaɪz,,stabilizes,stabilizing,stabilized,stabilized,['v. （使）稳定，稳固；使不易移动；使稳定，使不易分解']
1848,stagnate,stæɡˈneɪt,,stagnates,stagnating,stagnated,stagnated,['v. 停滞，不发展，不进步；因不流动而变得污浊；使淤塞，使沉滞，使萧条']
1849,stagnation,stæɡˈneɪʃn,,,,,,['n. （一国经济的）不景气，停滞；（水）不流动']
1850,stainless,ˈsteɪnləs,,,,,,"['adj. 不锈的，防锈的；无污点的；（人，名声）纯洁的，无瑕的', 'n. 不锈钢']"
1851,standardisation,ˌstændədaɪˈzeɪʃən,,,,,,['n. 标准化']
1852,standardise,ˈstændəˌdaɪz,,standardises,standardising,standardised,standardised,['vt. 使……符合标准；使……标准化；使……统一']
1853,standardization,ˌstændədaɪˈzeɪʃn,,,,,,['n. 标准化；（数）规格化，校准']
1854,standardize,ˈstændədaɪz,,standardizes,standardizing,standardized,standardized,['v. 使标准化，使符合标准（或规格）；定出标准，立下标准；（对照标准）确定……的性能，确定……的特性']
1855,standby,ˈstændbaɪ,standbys,,,,,"['n. 备用物，后备人员；随时待命；（电子产品的）待机模式；（经济、金融为应付特定情况的）应急措施；（旅行或看演出时的）等退票状态；等退票者', 'adj. （机票、音乐会门票等）最后时刻出售的', 'adv. 凭剩余廉价票地']"
1856,stapler,ˈsteɪplə(r),staplers,,,,,['n. 订书机；主要商品批发商；把羊毛分级的人']
1857,starry,ˈstɑːri,,,,,,"['adj. 布满星星的；闪闪发光的，明亮的；像星星的，星状的；明星的，有关于明星的，明星特点的', '【名】 （Starry）（英）斯塔里（人名）']"
1858,starter,ˈstɑːtə(r),starters,,,,,"['n. 参赛人，参赛的马（或汽车等）；（一餐中的）第一道菜，开胃小吃；（机器或引擎的）启动装置；起始者，起始物；（赛跑等的）发令员； <非正式>可行计划（或想法）；（棒球）（开赛的）投手；（小组讨论或研究进程的）开端话题（或问题、其他项目）；（火车的）发车信号；起子培养物；（制造堆肥时使植物分解的）促酵剂，引酵物；（人或马）处于等候起跑令的准备姿势', 'adj. 起步时使用的，基础阶段使用的']"
1859,starvation,stɑːˈveɪʃ(ə)n,,,,,,['n. 饥饿，捱饿，饿死']
1860,statistic,stəˈtɪstɪk,statistics,,,,,"['n. 统计数字，统计资料；统计学（statistics）；（一项）统计数据', 'adj. 统计的，统计学的（同 statistical）']"
1861,steadily,ˈstedəli,,,,,,['adv. 逐渐地，稳步地；不变地，稳定地；冷静地，镇定地；固定地，牢固地']
1862,steamy,ˈstiːmi,,,,,,['adj. 充满蒸汽的，热而潮湿的；色情的']
1863,stewardess,ˌstjuːəˈdes; ˈstjuːədes,stewardesses,,,,,['n. （船舶、飞机或火车上的）女服务员，女乘务员']
1864,stiffen,ˈstɪf(ə)n,,stiffens,stiffening,stiffened,stiffened,['v. （身体）变僵硬，绷紧；（使）变强硬，变坚定；使（材料）变硬（挺）；变僵硬，变得不灵活；变酸痛僵直；变生硬，变得拘谨']
1865,stimulation,ˌstɪmjuˈleɪʃ(ə)n,,,,,,['n. 刺激，激励，兴奋作用']
1866,stony,ˈstəʊni,,,,,,['adj. 石头覆盖的，多石的；石制的，石头一样的；（表情或态度）冷冰冰的，冷漠的；（陨星） 石质的']
1867,stop,stɒp,stops,stops,stopping,stopped,stopped,"['v. （使）停止，结束；（使）中断；（机器等）停止运转；（汽车或火车）停靠；暂时中断（以便做某事）；防止，阻拦；戒除（习性）；堵塞；（旅途中）逗留，停留；<英，非正式>（在某人家）短暂停留；停付，扣除；<非正式>被（子弹）击中；（拳击）（通过击倒）打败；掐断（或掐短）（植物）；按（管风琴管子的）上端；按弦；（用擎索）系紧（绳子）；总是；<西印度>处于，表现', 'n. 停止，终止；车站；<美>停车路口；（旅行中的）逗留，停留；塞音；（风琴的）音栓；（管风琴的）音管；（让银行）止付；救球；<英>句号；掣子，止动器；掣索；光圈；（桥牌）大牌，控制牌']"
1868,stoppage,ˈstɒpɪdʒ,stoppages,,,,,['n. （因抗议进行的）停工，罢工；停止，制止；中断比赛；堵塞（物），阻塞（物）；<英>（工资中作为税收、养老金等的）扣除部分，扣除额；击倒（取胜）']
1869,stormy,ˈstɔːmi,,,,,,['adj. 有暴风雨的，风暴的；激烈的，冲动的；（海）波涛汹涌的，（天空）乌云密布的']
1870,straighten,ˈstreɪtn,,straightens,straightening,straightened,straightened,['v. （使）变直，（使）变正；挺直身子，直起身来；整理，清理；整顿，（使……）好转']
1871,strangle,ˈstræŋɡl,,strangles,strangling,strangled,strangled,['v. 扼死，勒死，绞死；抑制，扼杀；抑制，压制（冲动，行动，声音）']
1872,strategic,strəˈtiːdʒɪk,,,,,,['adj. 战略（性）的， 策略（上）的；（计划或战略上）有用的，重要的；（武器、战争或地方）战略性的，有战略优势的']
1873,stressful,ˈstresf(ə)l,,,,,,['adj. 紧张的，压力大的']
1874,structural,ˈstrʌktʃərəl,,,,,,['adj. 建筑结构的；建筑用的；结构（或构造）上的']
1875,student,ˈstjuːdnt,students,,,,,"['n. 学生；学者', 'n. （Student）人名；（德）施图登特']"
1876,stuffing,ˈstʌfɪŋ,stuffings,,,,,"['n. （烹饪前塞在鸡、蔬菜等里的）填料，馅；（垫子、玩具等的）填充物；<非正式>（体育比赛中的）惨败', 'v. 填，塞；填满，装满；填作料，填馅 （stuff 的现在分词形式）']"
1877,stump,stʌmp,stumps,stumps,stumping,stumped,stumped,"['n. 树桩；（主体被砍断、折断或磨损后的）残余部分；残肢；（政治家在选举前的）巡回演说；（板球三柱门的）柱；（板球比赛的）结束；（将纸或其他软材料卷尖，用来淡化或调和彩色粉笔、蜡笔或铅笔画痕的）擦笔', 'v. 砍伐；使为难，使困惑；迈着沉重的步子走；（政治竞选期间）巡回演说；（以球触三柱门）使（击球手）出局；用擦笔擦（画、线条等）', '【名】 （Stump）（英）斯顿普，（德）施通普（人名）']"
1878,stupidity,stjuːˈpɪdəti,stupidities,,,,,['n. 愚蠢，糊涂；愚蠢想法，愚蠢行为']
1879,stylish,ˈstaɪlɪʃ,,,,,,['adj. 时髦的，流行的，有格调的；潇洒的']
1880,submissive,səbˈmɪsɪv,,,,,,['adj. 顺从的，服从的，卑躬屈膝的']
1881,subordination,səˌbɔːdɪˈneɪʃn,,,,,,['n. 从属，隶属，下级地位，次要；主从关系']
1882,subscriber,səbˈskraɪbə(r),subscribers,,,,,['n. 订购者，订阅人，订户；消费者，用户；（慈善机构、活动的）定期捐款者，定期捐助者；<正式>（文件的）签名者']
1883,subscription,səbˈskrɪpʃ(ə)n,subscriptions,,,,,"['n. （杂志等的）订阅费，（服务的）用户费；订阅，订购； <英>（组织或俱乐部的）会费，捐赠款；集体资助，集体捐助；（对组织或项目的）捐赠协议，认捐书；<正式>（文件末尾的）签名，附注；季票（文化活动的季票）；（股票的）认购（协议）；通过预订来全部或部分支付出版费用的方法', 'adj. （电视或电视频道）付费的，收费的']"
1884,subsidise,,,,,,,
1885,subsidize,ˈsʌbsɪdaɪz,,subsidizes,subsidizing,subsidized,subsidized,['v. 资助，补助，给……发津贴；（政府）资助，出资支持；向……行贿']
1886,substitution,ˌsʌbstɪˈtjuːʃn,substitutions,,,,,['n. 代替，替换；代替物；（数） 置换']
1887,subtlety,ˈsʌt(ə)lti,subtleties,,,,,['n. 细微差别，微妙之处；微妙，精细；机敏，敏锐；诡秘，狡猾，巧妙']
1888,subtraction,səbˈtrækʃn,subtractions,,,,,['n. 减去；（数）减，减法']
1889,suburban,səˈbɜːbən,,,,,,"['adj. 郊区的，城郊的；平淡乏味的，乡气的，平庸的', 'n. 郊区居民']"
1890,such,sʌtʃ,,,,,,"['det. 如此的，这等的；如此（……以致）；这种的，那样的', 'pron. 这种人（或事物），这类的；（上文提到的）那样的情况，那件事', 'adv. 这么，如此（用于加强叙述语气）；如此程度', '【名】 （Such）（英）萨奇，（德）祖赫（人名）']"
1891,suddenly,ˈsʌd(ə)nli,,,,,,['adv. 突然地，出乎意料地']
1892,suffering,ˈsʌfərɪŋ,sufferings,,,,,"['n. （内心或肉体的）痛苦，问题；痛苦的感觉', 'v.  遭受；经历；（因疾病、痛苦、悲伤等）受痛苦，受损害（suffer 的现在分词形式）']"
1893,suicidal,ˌsuːɪˈsaɪd(ə)l,,,,,,['adj. 有自杀倾向的；有致命危险的，极为冒险的；自取灭亡的，自我毁灭性的；可能造成大破坏（麻烦）的']
1894,sulphur,ˈsʌlfə(r),,,,,,"['n. 硫，硫磺；硫黄色，黄绿色；粉蝶科蝶，美洲粉蝶；硫火（从前认为是构成地狱之火和闪电的物质）', 'v. 用硫消毒（或熏制）']"
1895,summarise,ˈsʌməraɪz,,summarises,summarising,summarised,summarised,['vt. 概括（等于 summarize）；相加']
1896,summer,ˈsʌmə(r),summers,summers,summering,summered,summered,"['n. 夏天，夏季；<文>年，岁；（建筑）大梁；（天文）从夏至到秋分这段时期；全盛期', 'v. （在某地）避暑，过夏；夏天放牧（牛）', '【名】 （Summer）（德）祖默，（英）萨默（人名）']"
1897,sunday,ˈsʌndeɪ,,,,,,['n. 星期日；礼拜日']
